feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
HILIC_223.132853290887_27.9593648115931,annotation,Dehydrovomifoliol,N,C18,M+H,N,C02533,HMDB0302822
C18_223.133899293519_167.31240592892,annotation,Methyl jasmonate,N,C18,M-H,N,C11512,HMDB0036583
HILIC_223.169196482194_25.6772427338496,annotation,Rishitin,N,C18,M+H,N,C09715,HMDB0035593
C18_223.97323579389_92.1094526041307,annotation,1-Chloro-3-nitrobenzene,N,C18,M-H+HCOONa,N,C19364,HMDB0243845
C18_224.023344065795_60.0031941938909,annotation,S-Carboxymethyl-L-cysteine,N,C18,M+FA-H,Y,C03727,NA
C18_224.048799767139_19.7625982609148,annotation,Methyl (indol-3-yl)acetate,N,C18,M+Cl,N,C20635,NA
HILIC_224.051721543863_170.121101912827,annotation,7-Aminomethyl-7-carbaguanine,N,C18,M+2Na-H,N,C16675,HMDB0011690
C18_224.067686718133_292.492584010539,annotation,N-Acetylisoniazid,N,C18,M+FA-H,Y,C07585,HMDB0041821
C18_224.999307250412_45.511640928102,annotation,Aminopyrrolnitrin,N,C18,M-H,Y,C21109,NA
HILIC_225.015973234724_238.757801819704,annotation,Xanthotoxol,N,C18,M+Na,N,C00841,HMDB0029457
C18_225.024226095812_59.5774922621454,annotation,(R)(-)-Allantoin,Y,C18,M-H+HCOONa,N,C02348,NA
C18_225.024226095812_59.5774922621454,annotation,(S)-Allantoin,Y,C18,M-H+HCOONa,N,C02350,NA
C18_225.054128917867_24.660041056031,annotation,Isopentenyl phosphate,N,C18,M+Hac-H,N,C20345,NA
C18_225.079858226038_293.564967179906,annotation,5-Methoxytryptamine,N,C18,M+Cl,N,C05659,HMDB0004095
C18_225.099258365998_33.9677444268885,annotation,Carnosine,N,C18,M-H,Y,C00386,HMDB0000033
HILIC_225.111108922329_25.1462855353142,annotation,"2,4-Dihydroxy-6-pentylbenzoate",N,C18,M+H,N,C20417,NA
HILIC_225.22128900202_286.36142608554,annotation,Pentadecanoic acid,N,C18,M+H-H2O,N,C16537,HMDB0000826
C18_226.98668210318_21.2700140540436,annotation,3-Sulfopyruvate,N,C18,M+Hac-H,N,C05528,HMDB0004045
C18_227.020584671098_284.542067498321,annotation,2-Hydroxyisophthalic acid,N,C18,M+FA-H,N,C14097,NA
C18_227.032447522368_37.381345399943,annotation,(R)-5-Phosphomevalonate,N,C18,M-H,N,C01107,HMDB0001343
HILIC_227.033925073555_247.849324324964,annotation,Gentisein,N,C18,M+H-H2O,N,C10065,HMDB0029463
C18_227.067308684548_291.744077484587,annotation,Deoxyuridine,N,C18,M-H,N,C00526,HMDB0000012
C18_227.086803915233_176.818122899483,annotation,Chrysene,N,C18,M-H,N,C14222,HMDB0250216
C18_227.101340356468_64.386198723718,annotation,N6-Methyl-L-lysine,N,C18,M-H+HCOONa,N,C02728,HMDB0002038
HILIC_227.113881718518_274.016842088382,annotation,Carnosine,N,C18,M+H,Y,C00386,HMDB0000033
C18_227.128922311527_287.56214942595,annotation,Traumatic acid,N,C18,M-H,Y,C16308,HMDB0000933
HILIC_227.175314359323_238.619275203485,annotation,Cyclo(L-leucyl-L-leucyl),N,C18,M+H,N,C20514,NA
C18_227.201702684804_209.516635918799,annotation,Tetradecanoic acid,N,C18,M-H,N,C06424,HMDB0000806
HILIC_228.097604383873_94.50824391561,annotation,Acetyltropine,Y,C18,M+2Na-H,N,C12452,NA
HILIC_228.097604383873_94.50824391561,annotation,Acetylpseudotropine,Y,C18,M+2Na-H,N,C12453,NA
C18_229.011820333706_22.3494733521175,annotation,D-Ribose 5-phosphate,N,C18,M-H,Y,C00117,NA
C18_229.071686736585_292.443384799761,annotation,"cis-3-(1-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",N,C18,M+FA-H,N,C11456,NA
HILIC_229.143446614889_27.8208595463918,annotation,Traumatic acid,N,C18,M+H,Y,C16308,HMDB0000933
C18_229.144431676666_291.267626078339,annotation,Dodecanedioic acid,N,C18,M-H,N,C02678,HMDB0000623
HILIC_230.095718479553_76.2099236790728,annotation,Ergothioneine,N,C18,M+H,N,C05570,HMDB0003045
HILIC_230.117621601114_295.728176867058,annotation,Propazine,N,C18,M+H,N,C14312,HMDB0256821
C18_230.996685802381_26.0650197166193,annotation,4-Sulfobenzaldehyde,N,C18,M+FA-H,N,C06679,NA
HILIC_231.025576749596_246.052542120853,annotation,D-Ribose 5-phosphate,N,C18,M+H,Y,C00117,NA
C18_231.02753734968_22.6053318893446,annotation,4-Coumarate,N,C18,M-H+HCOONa,N,C00811,HMDB0002035
C18_231.051004133236_19.9529549828161,annotation,"cis,cis-2,4-Dihydroxy-5-methyl-6-oxo-2,4-hexadienoate",N,C18,M+Hac-H,N,C18318,NA
C18_231.057682821059_83.5204327587316,annotation,trans-4-Hydroxystilbene,N,C18,M+Cl,N,C14763,NA
C18_231.06299310973_92.145749347323,annotation,p-Cumate,N,C18,M-H+HCOONa,N,C06578,HMDB0035268
HILIC_231.06530717717_246.754197157191,annotation,4-Hydroxyphenyl-4-hydroxybenzoate,N,C18,M+H,N,C18216,NA
C18_231.081633402035_32.8699814437876,annotation,1-Methoxypyrene,N,C18,M-H,N,C18259,HMDB0060324
C18_231.098500442866_23.834965279356,annotation,N2-Succinyl-L-ornithine,N,C18,M-H,N,C03415,HMDB0001199
C18_231.123721519484_293.366449256089,annotation,10-Oxodecanoate,N,C18,M+FA-H,N,C02217,NA
HILIC_231.170264409589_41.2517245854304,annotation,1-Dodecanol,N,C18,M+2Na-H,N,C02277,HMDB0011626
C18_232.025789445904_31.8818929595589,annotation,L-Methionine S-oxide,N,C18,M-H+HCOONa,Y,C02989,HMDB0002005
HILIC_232.140427384649_280.267955175305,annotation,N8-Acetylspermidine,N,C18,M+2Na-H,N,C01029,HMDB0002189
C18_232.945832554719_148.969208748717,annotation,2-Iodophenol methyl ether,N,C18,M-H,N,C03575,NA
HILIC_233.050830726905_78.5048779453177,annotation,Tabtoxinine-beta-lactam,N,C18,M+2Na-H,Y,C20918,NA
C18_233.061374153861_24.9499514456755,annotation,"4,5-Dihydroxypyrene",N,C18,M-H,N,C18250,NA
C18_233.077927050725_24.5880104486606,annotation,C20913,N,C18,M-H,Y,C20913,NA
HILIC_233.078467084837_69.7448447964674,annotation,Phosphoagmatine,N,C18,M+Na,Y,C02726,NA
HILIC_233.113081403047_61.8971244187834,annotation,"N6-Acetyl-LL-2,6-diaminoheptanedioate",N,C18,M+H,N,C04390,NA
HILIC_233.117195586296_30.1017266325842,annotation,Mexicanin E,N,C18,M+H,N,C09503,NA
HILIC_233.149530343272_92.8934602104894,annotation,8-Amino-7-(carboxyamino)nonanoate,N,C18,M+H,N,C22458,NA
C18_233.15460311111_246.663092926758,annotation,Sugeonol,N,C18,M-H,Y,C17504,HMDB0041036
C18_233.154602267855_65.5774778263502,annotation,1-Deoxypentalenate,N,C18,M-H,N,C20404,NA
HILIC_234.133647012318_277.92538398275,annotation,Atraton,N,C18,M+Na,N,C19098,HMDB0248713
HILIC_234.996882147972_76.1506016742646,annotation,L-Selenocystathionine,N,C18,M+H-2H2O,Y,C05699,HMDB0006343
C18_235.045852125312_19.5262003048719,annotation,8-Dehydro-3-deoxy-D-manno-octulosonate,N,C18,M-H,N,C21332,NA
C18_235.072383335405_282.277936070436,annotation,L-Formylkynurenine,N,C18,M-H,N,C02700,HMDB0060485
HILIC_235.092366658954_90.5892367904945,annotation,C20913,N,C18,M+H,Y,C20913,NA
HILIC_235.169282974515_290.248355638503,annotation,Sugeonol,N,C18,M+H,Y,C17504,HMDB0041036
C18_235.170335159397_182.090115138554,annotation,Farnesoic acid,N,C18,M-H,Y,C16502,NA
HILIC_235.180941315257_32.4300424423971,annotation,Lidocaine,N,C18,M+H,Y,C07073,HMDB0014426
C18_236.060590562066_33.4796602465368,annotation,N-Acetylmethionine,N,C18,M+FA-H,Y,C02712,HMDB0011745
C18_236.096156151827_283.967058135787,annotation,Dihomomethionine,Y,C18,M+Hac-H,N,C17217,NA
C18_236.096156151827_283.967058135787,annotation,Trihomomethionine,Y,C18,M+FA-H,Y,C17221,NA
HILIC_236.985266276494_255.432729737424,annotation,(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate,N,C18,M+H-2H2O,N,C16198,NA
HILIC_237.012228420275_214.384574116999,annotation,"3,5-Dinitroguaiacol",N,C18,M+Na,N,C17101,NA
HILIC_237.015946819397_221.27833626934,annotation,Shikimate 3-phosphate,N,C18,M+H-H2O,N,C03175,HMDB0301781
C18_237.024649924173_31.897777063994,annotation,5-Ureido-4-imidazole carboxylate,N,C18,M-H+HCOONa,N,C05515,NA
C18_237.068635933692_41.6141718871332,annotation,Tremetone,N,C18,M+Cl,N,C08992,NA
C18_237.076719123976_28.035857510178,annotation,Coniferyl aldehyde,N,C18,M+Hac-H,N,C02666,HMDB0141782
HILIC_237.112057292296_28.0368834043447,annotation,3-Dimethylallyl-4-hydroxymandelic acid,N,C18,M+H,N,C12457,NA
C18_237.113172360453_291.777469056419,annotation,Methyleugenol,N,C18,M+Hac-H,Y,C10454,HMDB0031864
HILIC_237.123348975076_41.3926741435199,annotation,alpha-Ionone,N,C18,M+2Na-H,N,C12286,HMDB0059883
C18_237.14964313242_137.164820199818,annotation,beta-Ionone,N,C18,M+FA-H,N,C12287,HMDB0036565
HILIC_237.184898320522_278.028153480685,annotation,Helminthosporol,Y,C18,M+H,N,C09678,HMDB0037070
HILIC_237.184898320522_278.028153480685,annotation,Curdione,Y,C18,M+H,N,C17493,HMDB0034714
HILIC_237.221330674359_288.061773294885,annotation,16-Hydroxypalmitate,N,C18,M+H-2H2O,Y,C18218,HMDB0006294
HILIC_238.091896154973_101.35280493251,annotation,"8-Amino-3,8-dideoxy-D-manno-octulosonate",N,C18,M+H,N,C21333,NA
C18_239.015987297609_31.1465259272575,annotation,L-Cystine,N,C18,M-H,Y,C00491,HMDB0000192
HILIC_239.016417197751_178.756955854337,annotation,5-Carboxymethyl-2-hydroxymuconate,N,C18,M+Na,N,C04186,NA
C18_239.059661297791_285.518073182427,annotation,5-Methylthio-D-ribose,N,C18,M+Hac-H,N,C03089,HMDB0001087
C18_239.067265586259_291.441935622749,annotation,Dinoseb,N,C18,M-H,N,C14302,HMDB0032559
HILIC_239.069827218955_136.615693703286,annotation,Phloretin,N,C18,M+H-2H2O,N,C00774,HMDB0003306
HILIC_239.070311766489_247.193028138269,annotation,"cis-3,4-Phenanthrenedihydrodiol-4-carboxylate",N,C18,M+H-H2O,N,C18256,NA
C18_239.092475296969_290.539259716986,annotation,Coniferyl alcohol,N,C18,M+Hac-H,Y,C00590,HMDB0012915
HILIC_239.200535683678_280.307950159333,annotation,Bornyl isovalerate,N,C18,M+H,N,C16920,NA
HILIC_239.236956289283_288.02608555609,annotation,Hexadecanoic acid,N,C18,M+H-H2O,Y,C00249,HMDB0000220
HILIC_240.049284753843_94.433272091841,annotation,3-beta-D-Glucopyranuronosyloxy-5-methylisoxazole,N,C18,M+H-2H2O,N,C11107,NA
C18_240.099056039983_291.993671841453,annotation,5-Methyl-2'-deoxycytidine,N,C18,M-H,N,C03592,HMDB0002224
HILIC_240.101742533561_47.0240759601232,annotation,1-Hydroxy-2-acetamidofluorene,N,C18,M+H,N,C14481,NA
C18_240.952278953036_73.5034170634603,annotation,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",N,C18,M-H+HCOONa,N,C04706,NA
C18_241.002377784473_21.5773358344874,annotation,"6-Deoxy-6-sulfo-D-glucono-1,5-lactone",N,C18,M-H,Y,C21064,NA
HILIC_241.029379961_67.9375794124504,annotation,"cis-1,2-Dihydroxy-1,2-dihydrodibenzothiophene",N,C18,M+Na,N,C06721,NA
HILIC_241.03114581819_181.865967224305,annotation,L-Cystine,N,C18,M+H,Y,C00491,HMDB0000192
HILIC_241.048830079878_130.812060615854,annotation,Alizarin,N,C18,M+H,N,C01474,HMDB0248144
C18_241.071817388734_291.664164638028,annotation,(R)-3-(4-Hydroxyphenyl)lactate,N,C18,M+Hac-H,N,C03964,NA
C18_241.081328433973_32.0198482508484,annotation,N-Acetylornithine,N,C18,M-H+HCOONa,Y,C00437,HMDB0003357
HILIC_241.094852738903_57.1853877503935,annotation,N-Acetylserotonin,N,C18,M+Na,Y,C00978,HMDB0001238
C18_241.144591220178_291.305419236466,annotation,"(1S,2R,4S)-(-)-Bornyl acetate",Y,C18,M+FA-H,N,C09837,NA
C18_241.144591220178_291.305419236466,annotation,Linalyl acetate,Y,C18,M+FA-H,N,C09863,HMDB0039522
C18_241.144591220178_291.305419236466,annotation,alpha-Terpinyl acetate,Y,C18,M+FA-H,N,C12300,HMDB0032051
C18_242.014968907324_29.3028069356628,annotation,Benzthiazuron,N,C18,M+Cl,N,C19058,NA
HILIC_242.078679790339_53.5070243075039,annotation,"(2S,3R)-2-Hydroxy-3-(indol-3-yl)butanoate",N,C18,M+Na,N,C21288,NA
C18_242.095186088949_81.1131010666367,annotation,Fenobucarb,N,C18,M+Cl,N,C14425,HMDB0252205
HILIC_243.011030391111_260.029439738005,annotation,4-Carboxy-4-hydroxy-2-oxoadipate,N,C18,M+Na,Y,C04115,NA
HILIC_243.015070856669_184.133445069787,annotation,3-(Imidazol-4-yl)-2-oxopropyl phosphate,N,C18,M+Na,N,C01267,HMDB0012236
HILIC_243.015997524859_56.9374501089181,annotation,"6-Deoxy-6-sulfo-D-glucono-1,5-lactone",N,C18,M+H,Y,C21064,NA
C18_243.018620983587_27.1278717616009,annotation,Sulfoquinovose,N,C18,M-H,Y,C20829,NA
C18_243.027400975299_20.8192961631219,annotation,L-Rhamnulose 1-phosphate,N,C18,M-H,Y,C01131,NA
C18_243.062163980462_28.7390606420913,annotation,Uridine,N,C18,M-H,Y,C00299,HMDB0000296
HILIC_243.074165305277_278.961236497246,annotation,5-Phosphooxy-L-lysine,N,C18,M+H,Y,C03366,HMDB0059600
C18_243.087366419457_291.857623120888,annotation,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",N,C18,M+Hac-H,Y,C11588,NA
C18_243.160092229912_294.52097783532,annotation,cis-2-Dodecenoic acid,N,C18,M+FA-H,N,C21202,NA
HILIC_243.996117447642_50.57774976119,annotation,Iminoerythrose 4-phosphate,N,C18,M+2Na-H,N,C12215,HMDB0060483
HILIC_244.112056031818_277.494072799155,annotation,Biotin amide,N,C18,M+H,N,C01893,NA
HILIC_244.15434077268_37.7908919558473,annotation,N-3-Hydroxyoctanoyl-L-homoserine lactone,N,C18,M+H,N,C21200,NA
C18_244.971070764478_85.397972185762,annotation,Eudistomin N,N,C18,M-H,N,C17169,NA
HILIC_244.998006510379_177.100315626804,annotation,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate,N,C18,M+H-H2O,N,C11811,NA
C18_245.006783175966_30.6330506501233,annotation,D-Galactarate,N,C18,M+Cl,N,C00879,HMDB0000639
HILIC_245.033697609354_184.810559788222,annotation,6-Deoxy-6-sulfo-D-fructose,N,C18,M+H,Y,C20830,NA
HILIC_245.04204981358_182.389672621571,annotation,L-Rhamnulose 1-phosphate,N,C18,M+H,Y,C01131,NA
C18_245.054444167915_99.4990637062832,annotation,"4-Hydroxy-2,2'-bipyrrole-5-methanol",N,C18,M-H+HCOONa,N,C21568,NA
HILIC_245.149569596066_33.9421481883379,annotation,Dodecanoic acid,N,C18,M+2Na-H,Y,C02679,HMDB0000638
HILIC_245.1859320285_36.3362036125533,annotation,Leucyl-leucine,N,C18,M+H,N,C11332,HMDB0028933
HILIC_245.233588891483_295.541260928292,annotation,N1-Acetylspermine,N,C18,M+H,N,C02567,HMDB0001186
HILIC_246.048844893964_173.463723843905,annotation,Simazine,N,C18,M+2Na-H,N,C11172,HMDB0258294
C18_246.063136277659_79.2720781939444,annotation,N-Succinyl-L-glutamate,N,C18,M-H,N,C05931,NA
C18_246.074703659323_29.7548318084543,annotation,L-Homophenylalanine,N,C18,M-H+HCOONa,Y,C17235,NA
HILIC_246.156009366479_95.0175437062216,annotation,beta-Alanyl-L-arginine,N,C18,M+H,Y,C05340,HMDB0060441
C18_246.890406250602_124.123886199542,annotation,cis-Chlorobenzene dihydrodiol,N,C18,M-H,N,C18238,NA
C18_247.044951451665_27.9793710621812,annotation,Theophylline,Y,C18,M-H+HCOONa,N,C07130,HMDB0001889
C18_247.044951451665_27.9793710621812,annotation,Theobromine,Y,C18,M-H+HCOONa,Y,C07480,HMDB0002825
C18_247.044951451665_27.9793710621812,annotation,"1,7-Dimethylxanthine",Y,C18,M-H+HCOONa,Y,C13747,HMDB0001860
HILIC_247.057791331176_124.772470077696,annotation,Sinapate,N,C18,M+Na,N,C00482,HMDB0032616
C18_247.093775763416_25.4299410810406,annotation,Tabtoxinine-beta-lactam,N,C18,M+Hac-H,Y,C20918,NA
HILIC_247.107713339693_32.1770010079894,annotation,Phenylacetylglutamine,N,C18,M+H-H2O,Y,C04148,HMDB0006344
HILIC_247.128831587593_51.4130487818261,annotation,"2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose",N,C18,M+H,N,C20424,NA
HILIC_247.139908697004_111.100356861579,annotation,Octopine,N,C18,M+H,Y,C04137,NA
HILIC_247.987466046831_252.515951825411,annotation,"N-(3,4-Dichlorophenyl)-malonamate",N,C18,M+H,N,C04205,NA
C18_248.053977228963_33.3894731371897,annotation,L-threo-3-Phenylserine,N,C18,M-H+HCOONa,N,C03290,NA
C18_248.071931390806_92.7510742931743,annotation,MeIQx,N,C18,M+Cl,N,C19255,HMDB0029864
HILIC_248.08748063986_97.5044409599177,annotation,N6-(Delta2-Isopentenyl)-adenine,N,C18,M+2Na-H,N,C04083,HMDB0245646
C18_248.973213797052_291.62231591319,annotation,"2,4-Dichlorobenzoate",N,C18,M+Hac-H,Y,C06670,NA
HILIC_249.071607001925_91.4248297777956,annotation,"Diethyl (2R,3R)-2-methyl-3-hydroxysuccinate",N,C18,M+2Na-H,N,C04586,NA
HILIC_249.111971145829_29.7685627375084,annotation,3-Dimethylallyl-4-hydroxyphenylpyruvate,N,C18,M+H,N,C12456,NA
C18_249.113004087306_32.4424129377237,annotation,Propyl cinnamate,N,C18,M+Hac-H,N,C06360,HMDB0037700
C18_249.149510131522_94.2967223781747,annotation,5-Dehydro-6-demethoxyfumagillol,N,C18,M-H,N,C22629,NA
C18_249.14956026329_291.040142426463,annotation,1-Deoxy-11beta-hydroxypentalenate,N,C18,M-H,Y,C20403,NA
C18_249.185914370958_171.262674323348,annotation,Methyl farnesoate,N,C18,M-H,Y,C16503,NA
C18_250.058300892603_22.2159880557616,annotation,Lipoamide,N,C18,M+FA-H,Y,C00248,HMDB0000962
HILIC_250.074365320371_92.6345032421647,annotation,S-Ribosyl-L-homocysteine,N,C18,M+H-H2O,N,C03539,NA
HILIC_250.093448519885_172.433608582153,annotation,S-Acetyldihydrolipoamide,N,C18,M+H,N,C01136,HMDB0001526
HILIC_250.104669120323_44.9219116420466,annotation,Phenformin,N,C18,M+2Na-H,N,C07673,HMDB0015050
C18_250.144847466813_234.028206044725,annotation,Phendimetrazine,N,C18,M+Hac-H,Y,C07904,HMDB0015519
C18_250.955090205655_76.6307322382536,annotation,S-Methyl-3-phospho-1-thio-D-glycerate,N,C18,M+Cl,Y,C04399,NA
HILIC_251.027864815308_180.170670539105,annotation,(R)-4-Phosphopantoate,N,C18,M+Na,N,C18911,NA
HILIC_251.069611549059_82.7710023043795,annotation,gamma-L-Glutamyl-L-cysteine,N,C18,M+H,Y,C00669,HMDB0001049
HILIC_251.164127806229_27.5294339742452,annotation,Abscisic alcohol,N,C18,M+H,N,C13456,NA
HILIC_251.164171024097_233.312364957474,annotation,1-Deoxy-11beta-hydroxypentalenate,N,C18,M+H,Y,C20403,NA
HILIC_251.175349499482_34.808162343608,annotation,3-Hydroxylidocaine,N,C18,M+H,N,C16560,HMDB0060655
HILIC_251.200510982822_23.9895666951446,annotation,Methyl farnesoate,N,C18,M+H,Y,C16503,NA
HILIC_252.07297309788_83.4383814584088,annotation,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,N,C18,M+2Na-H,N,C16453,HMDB0011603
C18_252.913479171992_83.3669380433578,annotation,Trithionate,N,C18,M+Hac-H,N,C01861,NA
C18_252.924229274016_155.470064815698,annotation,"2,4,5-Trichlorophenoxyacetic acid",N,C18,M-H,Y,C07100,HMDB0245475
HILIC_253.00837662303_225.348708654991,annotation,D-Ribulose 5-phosphate,N,C18,M+Na,N,C00199,HMDB0000618
HILIC_253.043453686663_164.656253001998,annotation,Sinapoyl aldehyde,N,C18,M+2Na-H,N,C05610,NA
C18_253.049908719881_22.3844389462609,annotation,5-L-Glutamyl-taurine,N,C18,M-H,Y,C05844,HMDB0004195
C18_253.074930091748_294.256809852876,annotation,N-Acetylserotonin,N,C18,M+Cl,Y,C00978,HMDB0001238
HILIC_253.179667223242_26.9459477085082,annotation,Juvenile hormone III acid,N,C18,M+H,N,C16504,NA
HILIC_253.216113203487_20.8082293245872,annotation,Hydnocarpic acid,N,C18,M+H,N,C16795,NA
HILIC_253.216198426655_94.4370718941866,annotation,"10,16-Dihydroxyhexadecanoic acid",Y,C18,M+H-2H2O,Y,C08285,HMDB0037798
HILIC_253.216198426655_94.4370718941866,annotation,16-Oxopalmitate,Y,C18,M+H-H2O,Y,C19614,NA
C18_253.217285979806_218.809026361708,annotation,(9Z)-Hexadecenoic acid,N,C18,M-H,Y,C08362,HMDB0003229
HILIC_254.052287671806_187.153231707859,annotation,4-Acetamido-2-amino-6-nitrotoluene,N,C18,M+2Na-H,Y,C16420,HMDB0060384
C18_254.114589916714_292.09373132082,annotation,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,N,C18,M+FA-H,N,C19574,HMDB0041809
C18_254.906703150483_158.567485886016,annotation,2-Iodophenol,N,C18,M+Cl,N,C01874,NA
HILIC_255.064499762094_116.334709040318,annotation,5-L-Glutamyl-taurine,N,C18,M+H,Y,C05844,HMDB0004195
C18_255.087451852279_288.806893661082,annotation,"N(delta),N'(omega)-Dihydroxy-N(omega)-methyl-L-arginine",N,C18,M+Cl,N,C22420,NA
HILIC_255.097447200768_76.5480304701258,annotation,Nicotinamide-beta-riboside,N,C18,M+H,N,C03150,HMDB0000855
C18_255.107399687834_65.2825512362206,annotation,N(omega)-Methyl-L-arginine,N,C18,M-H+HCOONa,N,C03884,HMDB0029416
HILIC_255.231891704671_293.807730206628,annotation,(9Z)-Hexadecenoic acid,N,C18,M+H,Y,C08362,HMDB0003229
C18_255.232923479779_238.289884225802,annotation,Hexadecanoic acid,N,C18,M-H,Y,C00249,HMDB0000220
C18_256.059330382185_25.9521441630293,annotation,Validamine 7-phosphate,N,C18,M-H,N,C21216,NA
C18_256.093884595101_291.747249432015,annotation,Zalcitabine,N,C18,M+FA-H,N,C07207,HMDB0015078
HILIC_256.100782805927_71.0524977399551,annotation,N(omega)-Nitro-L-arginine methyl ester,N,C18,M+Na,Y,C04337,NA
HILIC_256.117823862876_34.4855051134318,annotation,N-D-Glucosylarylamine,N,C18,M+H,N,C03142,NA
C18_256.903331716708_143.505231089302,annotation,Triphosphate,N,C18,M-H,Y,C00536,NA
HILIC_257.00369401242_115.284942745178,annotation,2-Hydroxy-6-ketononatrienedioate,N,C18,M+2Na-H,N,C12624,NA
C18_257.076596551594_27.6098688111433,annotation,"LL-2,6-Diaminoheptanedioate",N,C18,M-H+HCOONa,Y,C00666,HMDB0001370
C18_257.090576768441_32.6234780288243,annotation,N-Methylserotonin,N,C18,M-H+HCOONa,N,C06212,HMDB0004369
HILIC_257.113237255116_103.865454484647,annotation,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",N,C18,M+H,N,C15497,HMDB0011643
HILIC_257.124373376356_107.206462972268,annotation,N2-Succinyl-L-arginine,N,C18,M+H-H2O,N,C03296,NA
C18_257.1393773601_21.197423041494,annotation,Traumatin,N,C18,M+FA-H,Y,C16309,HMDB0037326
C18_257.175816581607_292.197990838819,annotation,(-)-Menthyl acetate,N,C18,M+Hac-H,N,C09870,HMDB0041264
C18_257.175842930647_130.906180568086,annotation,Citronellyl acetate,N,C18,M+Hac-H,N,C12298,HMDB0034160
HILIC_258.076439498712_113.861186723993,annotation,N-Benzoyl-4-hydroxyanthranilate,N,C18,M+H,N,C04207,NA
HILIC_258.110157148926_115.316519121673,annotation,sn-Glycero-3-phosphocholine,N,C18,M+H,N,C00670,HMDB0000086
C18_259.012558097879_22.4384104306045,annotation,6-Deoxy-6-sulfo-D-gluconate,N,C18,M-H,Y,C21182,NA
HILIC_259.021290626661_291.351376079853,annotation,2-Dehydro-3-deoxy-6-phospho-D-galactonate,N,C18,M+H,N,C01286,NA
C18_259.022351851021_21.6849633211585,annotation,D-Fructose 6-phosphate,N,C18,M-H,Y,C00085,HMDB0000124
C18_259.046139462086_22.0447864523261,annotation,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",N,C18,M+FA-H,N,C04479,NA
C18_259.057095248527_20.3095482183112,annotation,(S)-ACPA,N,C18,M+FA-H,N,C13673,NA
C18_259.1298096395_24.2653919519609,annotation,Dethiobiotin,N,C18,M+FA-H,N,C01909,HMDB0003581
HILIC_260.00132587805_258.26796945289,annotation,4-Hydroxycyclophosphamide,N,C18,M+H-NH3,N,C07643,HMDB0013856
HILIC_260.05305129319_278.729799347765,annotation,Kinetin,N,C18,M+2Na-H,N,C08272,HMDB0012245
HILIC_260.114124408363_114.352633717282,annotation,Proacacipetalin,N,C18,M+H,N,C08338,NA
HILIC_260.957812419112_163.788374245937,annotation,S-Methyl-3-phospho-1-thio-D-glycerate,N,C18,M+2Na-H,Y,C04399,NA
HILIC_261.037066933134_289.533432097873,annotation,D-Fructose 6-phosphate,N,C18,M+H,Y,C00085,HMDB0000124
C18_261.038842818589_24.9444538402951,annotation,D-Mannitol 1-phosphate,N,C18,M-H,N,C00644,HMDB0001530
C18_261.060419157613_28.8332997293227,annotation,Caffeine,N,C18,M-H+HCOONa,Y,C07481,HMDB0001847
HILIC_261.144563521729_52.1376449732312,annotation,7-Hydroxydodecanoate,N,C18,M+2Na-H,N,C21080,NA
HILIC_262.040436339841_289.697815827801,annotation,N(beta)-Epoxysuccinamoyl-DAP,N,C18,M+2Na-H,N,C20967,NA
HILIC_262.128458965078_59.2777694148435,annotation,Lotaustralin,N,C18,M+H,N,C08334,HMDB0033865
C18_263.012468095513_52.9866971248598,annotation,Euxanthone,Y,C18,M+Cl,Y,C10061,HMDB0030724
C18_263.012468095513_52.9866971248598,annotation,8-Hydroxy-2-chlorodibenzofuran,Y,C18,M+FA-H,N,C15237,NA
C18_263.040113063247_31.7499821471249,annotation,"1,7-Dimethyluric acid",Y,C18,M-H+HCOONa,N,C16356,HMDB0011103
C18_263.040113063247_31.7499821471249,annotation,"3,7-Dimethyluric acid",Y,C18,M-H+HCOONa,N,C16360,HMDB0001982
C18_263.0971216872_77.808140615964,annotation,2-(6'-Methylthio)hexylmalic acid,Y,C18,M-H,Y,C17226,NA
C18_263.0971216872_77.808140615964,annotation,3-(6'-Methylthio)hexylmalic acid,Y,C18,M-H,N,C17227,NA
HILIC_263.123665105251_160.403411030166,annotation,Ornaline,N,C18,M+H,N,C01683,HMDB0029437
C18_263.128815928214_32.9657531764786,annotation,Pentalenolactone D,N,C18,M-H,N,C20399,NA
C18_263.128893875441_292.59765806322,annotation,Pleniradin,N,C18,M-H,N,C09530,NA
HILIC_264.107616370542_89.3707825575085,annotation,Tetrahydrobiopterin,N,C18,M+Na,N,C00272,HMDB0000027
HILIC_265.008975329751_208.659264931553,annotation,(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,N,C18,M+2Na-H,N,C01275,NA
